server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_12,21:45:20,21:45:50,16296.53,158.56,Possible DDoS
server_12,21:45:30,21:46:00,16296.53,158.56,Possible DDoS
server_12,21:45:40,21:46:10,3994.41,854.29,""
server_12,21:45:50,21:46:20,3994.41,6673.34,Disk thrash suspected
server_12,21:46:00,21:46:30,3994.41,6673.34,Disk thrash suspected
server_12,21:46:10,21:46:40,14488.92,6673.34,Network flood + Disk thrash suspected
server_12,21:46:20,21:46:50,14488.92,1882.17,Possible DDoS
server_12,21:46:30,21:47:00,14488.92,5889.62,Network flood + Disk thrash suspected
server_12,21:46:40,21:47:10,3288.60,5889.62,Disk thrash suspected
server_12,21:46:50,21:47:20,904.96,5889.62,Disk thrash suspected
server_12,21:47:00,21:47:30,1451.89,5612.94,Disk thrash suspected
server_12,21:47:10,21:47:40,15198.11,5612.94,Network flood + Disk thrash suspected
server_12,21:47:20,21:47:50,15198.11,1536.95,Possible DDoS
server_12,21:47:30,21:48:00,15198.11,154.20,Possible DDoS
server_12,21:47:40,21:48:10,6414.35,154.20,Possible DDoS
server_12,21:47:50,21:48:20,6414.35,154.20,Possible DDoS
server_12,21:48:00,21:48:30,19186.94,809.70,Possible DDoS
server_12,21:48:10,21:48:40,19186.94,1208.28,Possible DDoS
server_12,21:48:20,21:48:50,19186.94,1208.28,Possible DDoS
server_12,21:48:30,21:49:00,3586.50,1208.28,""
server_12,21:48:40,21:49:10,1375.44,1542.80,""
server_12,21:48:50,21:49:20,2712.46,1865.87,""
server_12,21:49:00,21:49:30,15333.78,1865.87,Possible DDoS
server_12,21:49:10,21:49:40,15333.78,7187.70,Network flood + Disk thrash suspected
server_12,21:49:20,21:49:50,15333.78,7187.70,Network flood + Disk thrash suspected
server_12,21:49:30,21:50:00,922.54,7187.70,Disk thrash suspected
server_12,21:49:40,21:50:10,804.99,83.00,""
server_12,21:49:50,21:50:20,1904.24,1612.98,""
server_12,21:50:00,21:50:30,1904.24,1612.98,""
server_12,21:50:10,21:50:40,9125.63,1612.98,Possible DDoS
server_12,21:50:20,21:50:50,9125.63,149.76,Possible DDoS
server_12,21:50:30,21:51:00,9125.63,149.76,Possible DDoS
server_12,21:50:40,21:51:10,1028.48,102.25,""
server_12,21:50:50,21:51:20,1028.48,9947.18,Disk thrash suspected
server_12,21:51:00,21:51:30,656.46,9947.18,Disk thrash suspected
server_12,21:51:10,21:51:40,1020.81,9947.18,Disk thrash suspected
server_12,21:51:20,21:51:50,1020.81,5737.28,Disk thrash suspected
server_12,21:51:30,21:52:00,3481.11,9606.35,Disk thrash suspected
server_12,21:51:40,21:52:10,3481.11,9606.35,Disk thrash suspected
server_12,21:51:50,21:52:20,15693.80,9606.35,Network flood + Disk thrash suspected
server_12,21:52:00,21:52:30,15693.80,774.93,Possible DDoS
server_12,21:52:10,21:52:40,15693.80,774.93,Possible DDoS
server_12,21:52:20,21:52:50,10264.26,9993.28,Network flood + Disk thrash suspected
server_12,21:52:30,21:53:00,17426.30,9993.28,Network flood + Disk thrash suspected
server_12,21:52:40,21:53:10,17426.30,9993.28,Network flood + Disk thrash suspected
server_12,21:52:50,21:53:20,17426.30,9917.71,Network flood + Disk thrash suspected
server_12,21:53:00,21:53:30,16633.67,9917.71,Network flood + Disk thrash suspected
server_12,21:53:10,21:53:40,16633.67,1635.26,Possible DDoS
server_12,21:53:20,21:53:50,16633.67,1380.16,Possible DDoS
server_12,21:53:30,21:54:00,12502.23,1380.16,Possible DDoS
server_12,21:53:40,21:54:10,12502.23,1403.74,Possible DDoS
server_12,21:53:50,21:54:20,4567.27,9451.11,Disk thrash suspected
server_12,21:54:00,21:54:30,4567.27,9451.11,Disk thrash suspected
server_12,21:54:10,21:54:40,3811.25,9451.11,Disk thrash suspected
server_12,21:54:20,21:54:50,3811.25,754.20,""
server_12,21:54:30,21:55:00,878.42,4404.78,""
server_12,21:54:40,21:55:10,4624.33,4404.78,""
server_12,21:54:50,21:55:20,4624.33,4404.78,""
server_12,21:55:00,21:55:30,4624.33,1558.59,""
server_12,21:55:10,21:55:40,2625.69,3530.91,""
server_12,21:55:20,21:55:50,896.50,3530.91,""
server_12,21:55:30,21:56:00,1015.33,3530.91,""
server_12,21:55:40,21:56:10,1015.33,101.14,""
server_12,21:55:50,21:56:20,7816.50,1476.36,Possible DDoS
server_12,21:56:00,21:56:30,18498.20,1476.36,Possible DDoS
server_12,21:56:10,21:56:40,18498.20,1476.36,Possible DDoS
server_12,21:56:20,21:56:50,18498.20,141.00,Possible DDoS
server_12,21:56:30,21:57:00,4984.60,1843.15,Possible DDoS
server_12,21:56:40,21:57:10,4984.60,1843.15,Possible DDoS
server_12,21:56:50,21:57:20,10505.11,1843.15,Possible DDoS
server_12,21:57:00,21:57:30,10505.11,1103.04,Possible DDoS
server_12,21:57:10,21:57:40,17136.67,170.93,Possible DDoS
server_12,21:57:20,21:57:50,17136.67,9142.40,Network flood + Disk thrash suspected
server_12,21:57:30,21:58:00,17136.67,9142.40,Network flood + Disk thrash suspected
server_12,21:57:40,21:58:10,8779.53,9142.40,Network flood + Disk thrash suspected
server_12,21:57:50,21:58:20,18032.19,1246.97,Possible DDoS
server_12,21:58:00,21:58:30,18436.49,604.70,Possible DDoS
server_12,21:58:10,21:58:40,18436.49,604.70,Possible DDoS
server_12,21:58:20,21:58:50,18436.49,604.70,Possible DDoS
server_12,21:58:30,21:59:00,977.86,149.18,""
server_12,21:58:40,21:59:10,977.86,149.18,""
server_12,21:58:50,21:59:20,977.86,4536.79,Disk thrash suspected
server_12,21:59:00,21:59:30,916.37,4536.79,Disk thrash suspected
server_12,21:59:10,21:59:40,12728.04,4536.79,Network flood + Disk thrash suspected
server_12,21:59:20,21:59:50,12728.04,1103.84,Possible DDoS
server_12,21:59:30,22:00:00,12728.04,1994.74,Possible DDoS
server_12,21:59:40,22:00:10,2993.46,1994.74,""
server_12,21:59:50,22:00:20,13437.43,1994.74,Possible DDoS
server_12,22:00:00,22:00:30,13437.43,1614.44,Possible DDoS
server_12,22:00:10,22:00:40,13437.43,8123.38,Network flood + Disk thrash suspected
server_12,22:00:20,22:00:50,7727.99,8123.38,Network flood + Disk thrash suspected
server_12,22:00:30,22:01:00,12730.48,8123.38,Network flood + Disk thrash suspected
server_12,22:00:40,22:01:10,13414.12,4389.64,Possible DDoS
server_12,22:00:50,22:01:20,13414.12,125.11,Possible DDoS
server_12,22:01:00,22:01:30,13414.12,854.44,Possible DDoS
server_12,22:01:10,22:01:40,3648.91,854.44,""
server_12,22:01:20,22:01:50,3648.91,5776.55,Disk thrash suspected
server_12,22:01:30,22:02:00,969.63,5776.55,Disk thrash suspected
server_12,22:01:40,22:02:10,7604.00,5776.55,Network flood + Disk thrash suspected
server_12,22:01:50,22:02:20,12739.28,1525.00,Possible DDoS
server_12,22:02:00,22:02:30,12739.28,1525.00,Possible DDoS
server_12,22:02:10,22:02:40,12739.28,184.31,Possible DDoS
server_12,22:02:20,22:02:50,16485.29,199.32,Possible DDoS
server_12,22:02:30,22:03:00,16485.29,199.32,Possible DDoS
server_12,22:02:40,22:03:10,16485.29,514.30,Possible DDoS
server_12,22:02:50,22:03:20,12303.66,514.30,Possible DDoS
server_12,22:03:00,22:03:30,12303.66,9879.72,Network flood + Disk thrash suspected
server_12,22:03:10,22:03:40,548.40,9879.72,Disk thrash suspected
server_12,22:03:20,22:03:50,457.68,9879.72,Disk thrash suspected
server_12,22:03:30,22:04:00,457.68,6822.46,Disk thrash suspected
server_12,22:03:40,22:04:10,4507.40,6822.46,Disk thrash suspected
server_12,22:03:50,22:04:20,4507.40,6822.46,Disk thrash suspected
server_12,22:04:00,22:04:30,4507.40,1462.62,""
server_12,22:04:10,22:04:40,2829.78,696.11,""
server_12,22:04:20,22:04:50,2829.78,696.11,""
server_12,22:04:30,22:05:00,2829.78,6341.51,Disk thrash suspected
server_12,22:04:40,22:05:10,997.48,6341.51,Disk thrash suspected
server_12,22:04:50,22:05:20,997.48,7238.83,Disk thrash suspected
server_12,22:05:00,22:05:30,2395.67,7238.83,Disk thrash suspected
server_12,22:05:10,22:05:40,13515.54,7238.83,Network flood + Disk thrash suspected
server_12,22:05:20,22:05:50,13515.54,5801.96,Network flood + Disk thrash suspected
server_12,22:05:30,22:06:00,13515.54,5801.96,Network flood + Disk thrash suspected
server_12,22:05:40,22:06:10,1364.88,5801.96,Disk thrash suspected
server_12,22:05:50,22:06:20,1364.88,1055.16,""
server_12,22:06:00,22:06:30,1364.88,1055.16,""
server_12,22:06:10,22:06:40,989.71,6146.36,Disk thrash suspected
server_12,22:06:20,22:06:50,3728.98,6146.36,Disk thrash suspected
server_12,22:06:30,22:07:00,3728.98,6146.36,Disk thrash suspected
server_12,22:06:40,22:07:10,3728.98,1939.63,""
server_12,22:06:50,22:07:20,10521.69,146.17,Possible DDoS
server_12,22:07:00,22:07:30,10521.69,146.17,Possible DDoS
server_12,22:07:10,22:07:40,14706.53,146.17,Possible DDoS
server_12,22:07:20,22:07:50,14706.53,152.09,Possible DDoS
server_12,22:07:30,22:08:00,19003.88,152.09,Possible DDoS
server_12,22:07:40,22:08:10,19003.88,1552.70,Possible DDoS
server_12,22:07:50,22:08:20,19003.88,1552.70,Possible DDoS
server_12,22:08:00,22:08:30,7083.45,1552.70,Possible DDoS
server_12,22:08:10,22:08:40,7083.45,127.83,Possible DDoS
server_12,22:08:20,22:08:50,913.26,153.34,""
server_12,22:08:30,22:09:00,874.57,153.34,""
server_12,22:08:40,22:09:10,697.33,153.34,""
server_12,22:08:50,22:09:20,3943.33,826.31,""
server_12,22:09:00,22:09:30,3943.33,7832.95,Disk thrash suspected
server_12,22:09:10,22:09:40,4261.96,7832.95,Disk thrash suspected
server_12,22:09:20,22:09:50,4261.96,7832.95,Disk thrash suspected
server_12,22:09:30,22:10:00,4261.96,6422.74,Disk thrash suspected
server_12,22:09:40,22:10:10,2692.92,5965.56,Disk thrash suspected
server_12,22:09:50,22:10:20,7582.44,5965.56,Network flood + Disk thrash suspected
server_12,22:10:00,22:10:30,7582.44,178.71,Possible DDoS
server_12,22:10:10,22:10:40,7582.44,591.93,Possible DDoS
server_12,22:10:20,22:10:50,3727.42,6965.21,Disk thrash suspected
server_12,22:10:30,22:11:00,3727.42,6965.21,Disk thrash suspected
server_12,22:10:40,22:11:10,1868.74,6965.21,Disk thrash suspected
server_12,22:10:50,22:11:20,1868.74,1733.31,""
server_12,22:11:00,22:11:30,1003.70,106.37,""
server_12,22:11:10,22:11:40,925.15,9601.99,Disk thrash suspected
server_12,22:11:20,22:11:50,4688.82,9601.99,Network flood + Disk thrash suspected
server_12,22:11:30,22:12:00,4688.82,9601.99,Network flood + Disk thrash suspected
server_12,22:11:40,22:12:10,4688.82,1800.71,Possible DDoS
server_12,22:11:50,22:12:20,4496.34,1800.71,""
server_12,22:12:00,22:12:30,680.97,125.64,""
server_12,22:12:10,22:12:40,714.65,9381.28,Disk thrash suspected
server_12,22:12:20,22:12:50,873.89,9381.28,Disk thrash suspected
server_12,22:12:30,22:13:00,873.89,9381.28,Disk thrash suspected
server_12,22:12:40,22:13:10,1643.73,4855.28,Disk thrash suspected
server_12,22:12:50,22:13:20,2870.24,1461.92,""
server_12,22:13:00,22:13:30,2870.24,1461.92,""
server_12,22:13:10,22:13:40,2870.24,1461.92,""
server_12,22:13:20,22:13:50,3883.68,1636.84,""
server_12,22:13:30,22:14:00,3883.68,6594.29,Disk thrash suspected
server_12,22:13:40,22:14:10,3883.68,6594.29,Disk thrash suspected
server_12,22:13:50,22:14:20,7031.10,6594.29,Network flood + Disk thrash suspected
server_12,22:14:00,22:14:30,7031.10,112.33,Possible DDoS
server_12,22:14:10,22:14:40,7578.96,173.82,Possible DDoS
server_12,22:14:20,22:14:50,7578.96,173.82,Possible DDoS
server_12,22:14:30,22:15:00,7578.96,8218.63,Network flood + Disk thrash suspected
server_12,22:14:40,22:15:10,1016.98,8218.63,Disk thrash suspected
server_12,22:14:50,22:15:20,17079.14,8218.63,Network flood + Disk thrash suspected
server_12,22:15:00,22:15:30,17079.14,646.34,Possible DDoS
server_12,22:15:10,22:15:40,17079.14,646.34,Possible DDoS
server_12,22:15:20,22:15:50,3356.37,1664.34,""
server_12,22:15:30,22:16:00,3356.37,8571.80,Disk thrash suspected
server_12,22:15:40,22:16:10,4625.22,8571.80,Disk thrash suspected
server_12,22:15:50,22:16:20,13063.47,8571.80,Network flood + Disk thrash suspected
server_12,22:16:00,22:16:30,13063.47,551.71,Possible DDoS
server_12,22:16:10,22:16:40,13063.47,1862.19,Possible DDoS
server_12,22:16:20,22:16:50,1135.12,6315.20,Disk thrash suspected
server_12,22:16:30,22:17:00,1135.12,6315.20,Disk thrash suspected
server_12,22:16:40,22:17:10,921.59,7901.21,Disk thrash suspected
server_12,22:16:50,22:17:20,5844.30,7901.21,Network flood + Disk thrash suspected
server_12,22:17:00,22:17:30,5844.30,7901.21,Network flood + Disk thrash suspected
server_12,22:17:10,22:17:40,5844.30,103.43,Possible DDoS
server_12,22:17:20,22:17:50,545.88,73.49,""
server_12,22:17:30,22:18:00,608.20,91.88,""
server_12,22:17:40,22:18:10,956.21,91.88,""
server_12,22:17:50,22:18:20,956.21,91.88,""
server_12,22:18:00,22:18:30,3826.43,598.61,""
server_12,22:18:10,22:18:40,3856.20,1989.75,""
server_12,22:18:20,22:18:50,3856.20,9612.94,Disk thrash suspected
server_12,22:18:30,22:19:00,3856.20,9612.94,Disk thrash suspected
server_12,22:18:40,22:19:10,656.79,9612.94,Disk thrash suspected
server_12,22:18:50,22:19:20,656.79,8516.00,Disk thrash suspected
server_12,22:19:00,22:19:30,865.65,8516.00,Disk thrash suspected
server_12,22:19:10,22:19:40,899.00,7732.88,Disk thrash suspected
server_12,22:19:20,22:19:50,899.00,149.95,""
server_12,22:19:30,22:20:00,1842.53,1652.07,""
server_12,22:19:40,22:20:10,1842.53,1652.07,""
server_12,22:19:50,22:20:20,1842.53,3651.82,""
server_12,22:20:00,22:20:30,995.28,3651.82,""
server_12,22:20:10,22:20:40,995.28,6381.50,Disk thrash suspected
server_12,22:20:20,22:20:50,4169.81,6381.50,Disk thrash suspected
server_12,22:20:30,22:21:00,4169.81,6381.50,Disk thrash suspected
server_12,22:20:40,22:21:10,6086.72,1837.01,Possible DDoS
server_12,22:20:50,22:21:20,6086.72,3398.15,Possible DDoS
server_12,22:21:00,22:21:30,14384.39,3398.15,Possible DDoS
server_12,22:21:10,22:21:40,17911.23,3398.15,Possible DDoS
server_12,22:21:20,22:21:50,17911.23,192.27,Possible DDoS
server_12,22:21:30,22:22:00,17911.23,192.27,Possible DDoS
server_12,22:21:40,22:22:10,14035.17,192.27,Possible DDoS
server_12,22:21:50,22:22:20,1058.03,165.91,""
server_12,22:22:00,22:22:30,1058.03,165.91,""
server_12,22:22:10,22:22:40,405.00,7415.34,Disk thrash suspected
server_12,22:22:20,22:22:50,8452.29,7415.34,Network flood + Disk thrash suspected
server_12,22:22:30,22:23:00,8452.29,7415.34,Network flood + Disk thrash suspected
server_12,22:22:40,22:23:10,8452.29,152.59,Possible DDoS
server_12,22:22:50,22:23:20,912.42,7090.67,Disk thrash suspected
server_12,22:23:00,22:23:30,978.07,7090.67,Disk thrash suspected
server_12,22:23:10,22:23:40,978.07,7090.67,Disk thrash suspected
server_12,22:23:20,22:23:50,978.07,5571.71,Disk thrash suspected
server_12,22:23:30,22:24:00,952.32,7741.80,Disk thrash suspected
server_12,22:23:40,22:24:10,3233.72,7741.80,Disk thrash suspected
server_12,22:23:50,22:24:20,3233.72,7741.80,Disk thrash suspected
server_12,22:24:00,22:24:30,3233.72,5137.82,Disk thrash suspected
server_12,22:24:10,22:24:40,3124.33,5137.82,Disk thrash suspected
server_12,22:24:20,22:24:50,3124.33,5137.82,Disk thrash suspected
server_12,22:24:30,22:25:00,4569.51,1860.99,""
server_12,22:24:40,22:25:10,4569.51,1694.38,""
server_12,22:24:50,22:25:20,4569.51,1694.38,""
server_12,22:25:00,22:25:30,1003.98,155.48,""
server_12,22:25:10,22:25:40,1003.98,7950.84,Disk thrash suspected
server_12,22:25:20,22:25:50,654.58,7950.84,Disk thrash suspected
server_12,22:25:30,22:26:00,1714.13,7950.84,Disk thrash suspected
server_12,22:25:40,22:26:10,2543.19,7802.92,Disk thrash suspected
server_12,22:25:50,22:26:20,7987.00,7802.92,Network flood + Disk thrash suspected
server_12,22:26:00,22:26:30,7987.00,3078.69,Possible DDoS
server_12,22:26:10,22:26:40,7987.00,3078.69,Possible DDoS
server_12,22:26:20,22:26:50,2888.46,3078.69,""
server_12,22:26:30,22:27:00,1986.09,1832.50,""
server_12,22:26:40,22:27:10,1986.09,1832.50,""
server_12,22:26:50,22:27:20,967.90,167.32,""
server_12,22:27:00,22:27:30,967.90,233.14,""
server_12,22:27:10,22:27:40,1053.22,233.14,""
server_12,22:27:20,22:27:50,1053.22,233.14,""
server_12,22:27:30,22:28:00,1053.22,89.74,""
server_12,22:27:40,22:28:10,802.85,97.56,""
server_12,22:27:50,22:28:20,972.57,107.93,""
server_12,22:28:00,22:28:30,14602.16,1455.26,Possible DDoS
server_12,22:28:10,22:28:40,14602.16,1455.26,Possible DDoS
server_12,22:28:20,22:28:50,14602.16,1455.26,Possible DDoS
server_12,22:28:30,22:29:00,684.99,112.00,""
server_12,22:28:40,22:29:10,605.78,115.22,""
server_12,22:28:50,22:29:20,4824.31,1093.32,Possible DDoS
server_12,22:29:00,22:29:30,4824.31,1093.32,Possible DDoS
server_12,22:29:10,22:29:40,4824.31,1093.32,Possible DDoS
server_12,22:29:20,22:29:50,798.23,145.12,""
server_12,22:29:30,22:30:00,798.23,145.12,""
server_12,22:29:40,22:30:10,987.70,145.12,""
server_12,22:29:50,22:30:20,987.70,4308.68,""
server_12,22:30:00,22:30:30,3809.67,4308.68,""
server_12,22:30:10,22:30:40,3809.67,4308.68,""
server_12,22:30:20,22:30:50,5361.07,1453.25,Possible DDoS
server_12,22:30:30,22:31:00,19838.83,179.71,Possible DDoS
server_12,22:30:40,22:31:10,19838.83,179.71,Possible DDoS
server_12,22:30:50,22:31:20,19838.83,7768.24,Network flood + Disk thrash suspected
server_12,22:31:00,22:31:30,962.60,9629.10,Disk thrash suspected
server_12,22:31:10,22:31:40,483.30,9629.10,Disk thrash suspected
server_12,22:31:20,22:31:50,1804.70,9629.10,Disk thrash suspected
server_12,22:31:30,22:32:00,4541.16,1947.46,""
server_12,22:31:40,22:32:10,4547.80,3313.80,""
server_12,22:31:50,22:32:20,4547.80,3313.80,""
server_12,22:32:00,22:32:30,4547.80,3313.80,""
server_12,22:32:10,22:32:40,1013.24,5414.64,Disk thrash suspected
server_12,22:32:20,22:32:50,1013.24,5414.64,Disk thrash suspected
server_12,22:32:30,22:33:00,797.42,5414.64,Disk thrash suspected
server_12,22:32:40,22:33:10,19169.38,129.17,Possible DDoS
server_12,22:32:50,22:33:20,19169.38,129.17,Possible DDoS
server_12,22:33:00,22:33:30,19169.38,126.06,Possible DDoS
server_12,22:33:10,22:33:40,983.46,135.81,""
server_12,22:33:20,22:33:50,983.46,7177.65,Disk thrash suspected
server_12,22:33:30,22:34:00,983.46,7177.65,Disk thrash suspected
server_12,22:33:40,22:34:10,950.24,8408.63,Disk thrash suspected
server_12,22:33:50,22:34:20,950.24,9113.38,Disk thrash suspected
server_12,22:34:00,22:34:30,3730.62,9113.38,Disk thrash suspected
server_12,22:34:10,22:34:40,13775.84,9113.38,Network flood + Disk thrash suspected
server_12,22:34:20,22:34:50,13775.84,766.84,Possible DDoS
server_12,22:34:30,22:35:00,14218.68,149.49,Possible DDoS
server_12,22:34:40,22:35:10,16894.10,189.98,Possible DDoS
server_12,22:34:50,22:35:20,16894.10,1822.28,Possible DDoS
server_12,22:35:00,22:35:30,16894.10,1822.28,Possible DDoS
server_12,22:35:10,22:35:40,17553.76,1822.28,Possible DDoS
server_12,22:35:20,22:35:50,17553.76,62.10,Possible DDoS
server_12,22:35:30,22:36:00,17553.76,6040.06,Network flood + Disk thrash suspected
server_12,22:35:40,22:36:10,3395.31,6040.06,Disk thrash suspected
server_12,22:35:50,22:36:20,3395.31,6040.06,Disk thrash suspected
server_12,22:36:00,22:36:30,3395.31,522.32,""
server_12,22:36:10,22:36:40,16243.07,141.52,Possible DDoS
server_12,22:36:20,22:36:50,16243.07,141.52,Possible DDoS
server_12,22:36:30,22:37:00,16243.07,141.52,Possible DDoS
server_12,22:36:40,22:37:10,17486.85,156.87,Possible DDoS
server_12,22:36:50,22:37:20,17486.85,156.87,Possible DDoS
server_12,22:37:00,22:37:30,17486.85,637.21,Possible DDoS
server_12,22:37:10,22:37:40,2587.12,637.21,""
server_12,22:37:20,22:37:50,2587.12,637.21,""
server_12,22:37:30,22:38:00,501.53,64.47,""
server_12,22:37:40,22:38:10,945.06,64.47,""
server_12,22:37:50,22:38:20,5220.99,165.49,Possible DDoS
server_12,22:38:00,22:38:30,5220.99,3757.67,Possible DDoS
server_12,22:38:10,22:38:40,5220.99,3757.67,Possible DDoS
server_12,22:38:20,22:38:50,963.49,5245.73,Disk thrash suspected
server_12,22:38:30,22:39:00,1032.42,5245.73,Disk thrash suspected
server_12,22:38:40,22:39:10,1032.42,5245.73,Disk thrash suspected
server_12,22:38:50,22:39:20,1032.42,5584.91,Disk thrash suspected
server_12,22:39:00,22:39:30,970.02,5584.91,Disk thrash suspected
server_12,22:39:10,22:39:40,19598.40,5584.91,Network flood + Disk thrash suspected
server_12,22:39:20,22:39:50,19598.40,63.32,Possible DDoS
server_12,22:39:30,22:40:00,19598.40,137.78,Possible DDoS
server_12,22:39:40,22:40:10,634.61,137.78,""
server_12,22:39:50,22:40:20,2620.60,991.38,""
server_12,22:40:00,22:40:30,2620.60,991.38,""
server_12,22:40:10,22:40:40,2620.60,991.38,""
server_12,22:40:20,22:40:50,3325.95,1283.36,""
server_12,22:40:30,22:41:00,3325.95,1283.36,""
server_12,22:40:40,22:41:10,17317.76,1283.36,Possible DDoS
server_12,22:40:50,22:41:20,17317.76,4647.19,Network flood + Disk thrash suspected
server_12,22:41:00,22:41:30,17317.76,4647.19,Network flood + Disk thrash suspected
server_12,22:41:10,22:41:40,658.39,4647.19,Disk thrash suspected
server_12,22:41:20,22:41:50,658.39,96.68,""
server_12,22:41:30,22:42:00,14846.45,96.68,Possible DDoS
server_12,22:41:40,22:42:10,14846.45,934.25,Possible DDoS
server_12,22:41:50,22:42:20,14846.45,934.25,Possible DDoS
server_12,22:42:00,22:42:30,14084.43,934.25,Possible DDoS
server_12,22:42:10,22:42:40,14084.43,101.23,Possible DDoS
server_12,22:42:20,22:42:50,16244.95,103.75,Possible DDoS
server_12,22:42:30,22:43:00,16244.95,103.75,Possible DDoS
server_12,22:42:40,22:43:10,16244.95,103.75,Possible DDoS
server_12,22:42:50,22:43:20,1023.20,94.67,""
server_12,22:43:00,22:43:30,11993.20,46.96,Possible DDoS
server_12,22:43:10,22:43:40,11993.20,150.96,Possible DDoS
server_12,22:43:20,22:43:50,11993.20,150.96,Possible DDoS
server_12,22:43:30,22:44:00,604.45,150.96,""
server_12,22:43:40,22:44:10,1465.60,1531.41,""
server_12,22:43:50,22:44:20,1465.60,1531.41,""
server_12,22:44:00,22:44:30,1465.60,6331.19,Disk thrash suspected
server_12,22:44:10,22:44:40,909.15,6331.19,Disk thrash suspected
server_12,22:44:20,22:44:50,7998.90,6331.19,Network flood + Disk thrash suspected
server_12,22:44:30,22:45:00,7998.90,9319.60,Network flood + Disk thrash suspected
server_12,22:44:40,22:45:10,7998.90,9319.60,Network flood + Disk thrash suspected
server_12,22:44:50,22:45:20,949.73,9319.60,Disk thrash suspected
server_12,22:45:00,22:45:30,949.73,8229.20,Disk thrash suspected
server_12,22:45:10,22:45:40,1694.77,8229.20,Disk thrash suspected
server_12,22:45:20,22:45:50,1694.77,554.22,""
server_12,22:45:30,22:46:00,1694.77,7001.70,Disk thrash suspected
server_12,22:45:40,22:46:10,588.51,7001.70,Disk thrash suspected
server_12,22:45:50,22:46:20,14246.48,7001.70,Network flood + Disk thrash suspected
server_12,22:46:00,22:46:30,14246.48,4717.63,Network flood + Disk thrash suspected
server_12,22:46:10,22:46:40,14246.48,3737.14,Possible DDoS
server_12,22:46:20,22:46:50,10106.45,3737.14,Possible DDoS
server_12,22:46:30,22:47:00,10106.45,3737.14,Possible DDoS
server_12,22:46:40,22:47:10,1051.42,5865.83,Disk thrash suspected
server_12,22:46:50,22:47:20,1051.42,5865.83,Disk thrash suspected
server_12,22:47:00,22:47:30,1983.27,5865.83,Disk thrash suspected
server_12,22:47:10,22:47:40,1983.27,1932.79,""
server_12,22:47:20,22:47:50,1983.27,1932.79,""
server_12,22:47:30,22:48:00,709.88,5277.41,Disk thrash suspected
server_12,22:47:40,22:48:10,3301.20,5277.41,Disk thrash suspected
server_12,22:47:50,22:48:20,3301.20,5277.41,Disk thrash suspected
server_12,22:48:00,22:48:30,3301.20,797.38,""
server_12,22:48:10,22:48:40,11742.80,140.54,Possible DDoS
server_12,22:48:20,22:48:50,11742.80,1982.15,Possible DDoS
server_12,22:48:30,22:49:00,11742.80,1982.15,Possible DDoS
server_12,22:48:40,22:49:10,8434.34,1982.15,Possible DDoS
server_12,22:48:50,22:49:20,3466.02,952.67,""
server_12,22:49:00,22:49:30,4666.67,952.67,""
server_12,22:49:10,22:49:40,4666.67,3313.00,""
server_12,22:49:20,22:49:50,4666.67,8908.59,Disk thrash suspected
server_12,22:49:30,22:50:00,712.86,8908.59,Disk thrash suspected
server_12,22:49:40,22:50:10,15810.85,8908.59,Network flood + Disk thrash suspected
server_12,22:49:50,22:50:20,15810.85,115.03,Possible DDoS
server_12,22:50:00,22:50:30,15810.85,115.03,Possible DDoS
server_12,22:50:10,22:50:40,18662.87,115.03,Possible DDoS
server_12,22:50:20,22:50:50,18662.87,843.59,Possible DDoS
server_12,22:50:30,22:51:00,18662.87,843.59,Possible DDoS
server_12,22:50:40,22:51:10,4289.64,843.59,""
server_12,22:50:50,22:51:20,974.14,107.82,""
server_12,22:51:00,22:51:30,13709.25,6830.56,Network flood + Disk thrash suspected
server_12,22:51:10,22:51:40,13709.25,6830.56,Network flood + Disk thrash suspected
server_12,22:51:20,22:51:50,13709.25,6830.56,Network flood + Disk thrash suspected
server_12,22:51:30,22:52:00,2978.65,789.16,""
server_12,22:51:40,22:52:10,8720.70,789.16,Possible DDoS
server_12,22:51:50,22:52:20,8720.70,789.16,Possible DDoS
server_12,22:52:00,22:52:30,8720.70,186.40,Possible DDoS
server_12,22:52:10,22:52:40,864.88,4226.24,""
server_12,22:52:20,22:52:50,19005.92,4226.24,Possible DDoS
server_12,22:52:30,22:53:00,19005.92,4226.24,Possible DDoS
server_12,22:52:40,22:53:10,19005.92,117.87,Possible DDoS
server_12,22:52:50,22:53:20,18407.83,130.99,Possible DDoS
server_12,22:53:00,22:53:30,18407.83,130.99,Possible DDoS
server_12,22:53:10,22:53:40,18407.83,6884.76,Network flood + Disk thrash suspected
server_12,22:53:20,22:53:50,10268.90,7838.41,Network flood + Disk thrash suspected
server_12,22:53:30,22:54:00,800.67,7838.41,Disk thrash suspected
server_12,22:53:40,22:54:10,521.03,7838.41,Disk thrash suspected
server_12,22:53:50,22:54:20,521.03,90.65,""
server_13,20:54:00,20:54:30,6948.74,969.26,Possible DDoS
server_13,20:54:10,20:54:40,6948.74,969.26,Possible DDoS
server_13,20:54:20,20:54:50,6948.74,133.44,Possible DDoS
server_13,20:54:30,20:55:00,808.81,90.19,""
server_13,20:54:40,20:55:10,942.27,156.80,""
server_13,20:54:50,20:55:20,942.27,156.80,""
server_13,20:55:00,20:55:30,1449.87,732.05,""
server_13,20:55:10,20:55:40,1449.87,732.05,""
