server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_11,21:24:30,21:25:00,47.6,45.39,""
server_11,21:24:40,21:25:10,38.83,43.44,""
server_11,21:24:50,21:25:20,56.4,33.58,""
server_11,21:25:00,21:25:30,56.17,44.96,""
server_11,21:25:10,21:25:40,69.39,51.28,""
server_11,21:25:20,21:25:50,63.16,58.51,""
server_11,21:25:30,21:26:00,61.01,55.04,""
server_11,21:25:40,21:26:10,64.57,58.9,""
server_11,21:25:50,21:26:20,63.63,70.87,""
server_11,21:26:00,21:26:30,64.56,69.24,""
server_11,21:26:10,21:26:40,62.1,70.59,""
server_11,21:26:20,21:26:50,73.23,67.17,""
server_11,21:26:30,21:27:00,69.4,68.84,""
server_11,21:26:40,21:27:10,71.91,56.44,""
server_11,21:26:50,21:27:20,56.08,45.34,""
server_11,21:27:00,21:27:30,67.26,29.86,""
server_11,21:27:10,21:27:40,53.49,34.29,""
server_11,21:27:20,21:27:50,51.5,33.43,""
server_11,21:27:30,21:28:00,38.52,43.78,""
server_11,21:27:40,21:28:10,35.01,48.36,""
server_11,21:27:50,21:28:20,47.89,47.34,""
server_11,21:28:00,21:28:30,52.03,54.94,""
server_11,21:28:10,21:28:40,55.66,50.17,""
server_11,21:28:20,21:28:50,42.73,44.92,""
server_11,21:28:30,21:29:00,46.42,43.62,""
server_11,21:28:40,21:29:10,49.3,38.4,""
server_11,21:28:50,21:29:20,60.93,45.94,""
server_11,21:29:00,21:29:30,61.58,36.45,""
server_11,21:29:10,21:29:40,54.8,50.77,""
server_11,21:29:20,21:29:50,47.86,52.9,""
server_11,21:29:30,21:30:00,40.85,49.69,""
server_11,21:29:40,21:30:10,48.65,41.24,""
server_11,21:29:50,21:30:20,47.45,37.5,""
server_11,21:30:00,21:30:30,48.63,53.37,""
server_11,21:30:10,21:30:40,53.98,50.01,""
server_11,21:30:20,21:30:50,51.64,52.1,""
server_11,21:30:30,21:31:00,49.04,46.16,""
server_11,21:30:40,21:31:10,57.58,51.72,""
server_11,21:30:50,21:31:20,68.68,58.49,""
server_11,21:31:00,21:31:30,70.94,57.26,""
server_11,21:31:10,21:31:40,55.78,58.69,""
server_11,21:31:20,21:31:50,46.52,50.97,""
server_11,21:31:30,21:32:00,37.1,44.15,""
server_11,21:31:40,21:32:10,33.9,38.69,""
server_11,21:31:50,21:32:20,54.18,56.76,""
server_11,21:32:00,21:32:30,61.89,66.97,""
server_11,21:32:10,21:32:40,71.17,75.84,""
server_11,21:32:20,21:32:50,52.44,70.0,""
server_11,21:32:30,21:33:00,58.33,70.86,""
server_11,21:32:40,21:33:10,52.71,60.02,""
server_11,21:32:50,21:33:20,63.36,61.4,""
server_11,21:33:00,21:33:30,58.8,55.53,""
server_11,21:33:10,21:33:40,50.56,50.95,""
server_11,21:33:20,21:33:50,38.41,35.65,""
server_11,21:33:30,21:34:00,51.97,38.91,""
server_11,21:33:40,21:34:10,63.45,50.8,""
server_11,21:33:50,21:34:20,59.59,58.14,""
server_11,21:34:00,21:34:30,49.81,57.6,""
server_11,21:34:10,21:34:40,48.21,69.25,""
server_11,21:34:20,21:34:50,51.27,61.36,""
server_11,21:34:30,21:35:00,43.16,56.82,""
server_11,21:34:40,21:35:10,49.6,38.83,""
server_11,21:34:50,21:35:20,62.99,49.69,""
server_11,21:35:00,21:35:30,60.31,42.88,""
server_11,21:35:10,21:35:40,59.23,48.67,""
server_11,21:35:20,21:35:50,46.76,51.79,""
server_11,21:35:30,21:36:00,50.87,68.83,""
server_11,21:35:40,21:36:10,54.72,74.02,""
server_11,21:35:50,21:36:20,57.23,68.64,""
server_11,21:36:00,21:36:30,59.28,59.27,""
server_11,21:36:10,21:36:40,40.38,43.48,""
server_11,21:36:20,21:36:50,48.35,40.23,""
server_11,21:36:30,21:37:00,45.42,42.44,""
server_11,21:36:40,21:37:10,52.74,54.6,""
server_11,21:36:50,21:37:20,39.44,59.18,""
server_11,21:37:00,21:37:30,40.35,51.93,""
server_11,21:37:10,21:37:40,48.92,44.95,""
server_11,21:37:20,21:37:50,63.23,28.77,""
server_11,21:37:30,21:38:00,67.62,35.4,""
server_11,21:37:40,21:38:10,58.45,39.09,""
server_11,21:37:50,21:38:20,55.37,46.4,""
server_11,21:38:00,21:38:30,55.28,48.54,""
server_11,21:38:10,21:38:40,71.31,36.67,""
server_11,21:38:20,21:38:50,79.11,40.81,""
server_11,21:38:30,21:39:00,80.83,42.42,""
server_11,21:38:40,21:39:10,61.93,58.4,""
server_11,21:38:50,21:39:20,52.14,49.9,""
server_11,21:39:00,21:39:30,44.95,43.48,""
server_11,21:39:10,21:39:40,48.09,34.66,""
server_11,21:39:20,21:39:50,51.4,40.38,""
server_11,21:39:30,21:40:00,55.48,50.65,""
server_11,21:39:40,21:40:10,58.89,44.22,""
server_11,21:39:50,21:40:20,59.01,39.02,""
server_11,21:40:00,21:40:30,49.34,24.75,""
server_11,21:40:10,21:40:40,49.71,36.5,""
server_11,21:40:20,21:40:50,48.25,48.08,""
server_11,21:40:30,21:41:00,47.41,58.77,""
server_11,21:40:40,21:41:10,43.66,57.3,""
server_11,21:40:50,21:41:20,48.38,48.8,""
server_11,21:41:00,21:41:30,60.63,49.42,""
server_11,21:41:10,21:41:40,73.92,38.37,""
server_11,21:41:20,21:41:50,63.88,39.45,""
server_11,21:41:30,21:42:00,67.06,27.95,""
server_11,21:41:40,21:42:10,58.55,47.4,""
server_11,21:41:50,21:42:20,63.16,37.86,""
server_11,21:42:00,21:42:30,63.44,41.84,""
server_11,21:42:10,21:42:40,58.09,32.29,""
server_11,21:42:20,21:42:50,61.6,39.72,""
server_11,21:42:30,21:43:00,59.56,47.41,""
server_11,21:42:40,21:43:10,55.26,42.51,""
server_11,21:42:50,21:43:20,41.89,54.88,""
server_11,21:43:00,21:43:30,40.74,66.43,""
server_11,21:43:10,21:43:40,37.19,88.04,Memory saturation suspected
server_11,21:43:20,21:43:50,40.84,86.73,Memory saturation suspected
server_11,21:43:30,21:44:00,37.49,86.71,Memory saturation suspected
server_11,21:43:40,21:44:10,45.44,66.41,""
server_11,21:43:50,21:44:20,50.19,68.48,""
server_11,21:44:00,21:44:30,53.36,49.12,""
server_11,21:44:10,21:44:40,59.71,59.33,""
server_11,21:44:20,21:44:50,65.45,62.31,""
server_11,21:44:30,21:45:00,58.31,64.22,""
server_11,21:44:40,21:45:10,57.97,54.6,""
server_11,21:44:50,21:45:20,50.48,39.62,""
server_11,21:45:00,21:45:30,52.74,42.0,""
server_11,21:45:10,21:45:40,46.56,45.07,""
server_11,21:45:20,21:45:50,47.19,48.71,""
server_11,21:45:30,21:46:00,50.89,61.86,""
server_11,21:45:40,21:46:10,51.01,59.4,""
server_11,21:45:50,21:46:20,52.35,59.41,""
server_11,21:46:00,21:46:30,55.73,44.64,""
server_11,21:46:10,21:46:40,63.47,40.68,""
server_11,21:46:20,21:46:50,60.15,53.09,""
server_11,21:46:30,21:47:00,60.17,57.92,""
server_11,21:46:40,21:47:10,53.83,65.45,""
server_11,21:46:50,21:47:20,53.34,51.64,""
server_11,21:47:00,21:47:30,42.95,42.21,""
server_11,21:47:10,21:47:40,39.7,50.06,""
server_11,21:47:20,21:47:50,49.0,63.49,""
server_11,21:47:30,21:48:00,58.52,74.36,""
server_11,21:47:40,21:48:10,60.27,65.74,""
server_11,21:47:50,21:48:20,53.0,51.27,""
server_11,21:48:00,21:48:30,54.69,51.49,""
server_11,21:48:10,21:48:40,54.96,52.03,""
server_11,21:48:20,21:48:50,53.04,52.59,""
server_11,21:48:30,21:49:00,52.45,52.96,""
server_11,21:48:40,21:49:10,57.72,56.83,""
server_11,21:48:50,21:49:20,55.84,59.39,""
server_11,21:49:00,21:49:30,43.4,59.97,""
server_11,21:49:10,21:49:40,46.25,59.22,""
server_11,21:49:20,21:49:50,55.32,64.48,""
server_11,21:49:30,21:50:00,72.89,52.15,""
server_11,21:49:40,21:50:10,64.3,48.61,""
server_11,21:49:50,21:50:20,68.23,37.63,""
server_11,21:50:00,21:50:30,50.26,51.54,""
server_11,21:50:10,21:50:40,66.78,50.59,""
server_11,21:50:20,21:50:50,47.77,50.9,""
server_11,21:50:30,21:51:00,59.85,50.83,""
server_11,21:50:40,21:51:10,39.99,48.37,""
server_11,21:50:50,21:51:20,56.28,57.61,""
server_11,21:51:00,21:51:30,61.86,42.4,""
server_11,21:51:10,21:51:40,67.47,62.16,""
server_11,21:51:20,21:51:50,59.78,55.84,""
server_11,21:51:30,21:52:00,54.56,67.13,""
server_11,21:51:40,21:52:10,46.89,51.64,""
server_11,21:51:50,21:52:20,40.34,51.69,""
server_11,21:52:00,21:52:30,40.93,50.16,""
server_11,21:52:10,21:52:40,41.84,47.68,""
server_11,21:52:20,21:52:50,51.51,48.28,""
server_11,21:52:30,21:53:00,59.62,37.73,""
server_11,21:52:40,21:53:10,68.26,44.18,""
server_11,21:52:50,21:53:20,65.78,44.03,""
server_11,21:53:00,21:53:30,53.74,53.64,""
server_11,21:53:10,21:53:40,64.07,52.55,""
server_11,21:53:20,21:53:50,68.52,47.26,""
server_11,21:53:30,21:54:00,59.23,49.12,""
server_11,21:53:40,21:54:10,42.59,38.1,""
server_11,21:53:50,21:54:20,50.09,48.52,""
server_11,21:54:00,21:54:30,58.35,41.12,""
server_11,21:54:10,21:54:40,72.48,60.97,""
server_11,21:54:20,21:54:50,56.28,67.02,""
server_11,21:54:30,21:55:00,53.65,66.8,""
server_11,21:54:40,21:55:10,42.7,70.57,""
server_11,21:54:50,21:55:20,50.85,66.6,""
server_11,21:55:00,21:55:30,54.42,67.94,""
server_11,21:55:10,21:55:40,50.97,59.19,""
server_11,21:55:20,21:55:50,50.49,67.25,""
server_11,21:55:30,21:56:00,46.19,79.32,Memory saturation suspected
server_11,21:55:40,21:56:10,63.33,73.36,""
server_11,21:55:50,21:56:20,53.58,65.78,""
server_11,21:56:00,21:56:30,63.59,54.29,""
server_11,21:56:10,21:56:40,37.77,57.9,""
server_11,21:56:20,21:56:50,41.89,49.03,""
server_11,21:56:30,21:57:00,38.23,55.39,""
server_11,21:56:40,21:57:10,49.37,47.34,""
server_11,21:56:50,21:57:20,52.86,51.96,""
server_11,21:57:00,21:57:30,59.13,55.31,""
server_11,21:57:10,21:57:40,61.08,61.52,""
server_11,21:57:20,21:57:50,54.18,64.39,""
server_11,21:57:30,21:58:00,43.62,51.01,""
server_11,21:57:40,21:58:10,45.36,41.48,""
server_11,21:57:50,21:58:20,50.22,34.95,""
server_11,21:58:00,21:58:30,48.81,39.44,""
server_11,21:58:10,21:58:40,41.58,42.61,""
server_11,21:58:20,21:58:50,49.01,50.1,""
server_11,21:58:30,21:59:00,59.3,58.01,""
server_11,21:58:40,21:59:10,62.84,60.39,""
server_11,21:58:50,21:59:20,54.37,57.59,""
server_11,21:59:00,21:59:30,56.31,58.34,""
server_11,21:59:10,21:59:40,62.82,54.31,""
server_11,21:59:20,21:59:50,62.37,53.0,""
server_11,21:59:30,22:00:00,55.3,45.93,""
server_11,21:59:40,22:00:10,49.68,48.03,""
server_11,21:59:50,22:00:20,53.4,34.88,""
server_11,22:00:00,22:00:30,62.28,37.46,""
server_11,22:00:10,22:00:40,67.46,32.69,""
server_11,22:00:20,22:00:50,69.04,48.49,""
server_11,22:00:30,22:01:00,57.36,44.39,""
server_11,22:00:40,22:01:10,47.91,46.16,""
server_11,22:00:50,22:01:20,54.49,31.78,""
server_11,22:01:00,22:01:30,60.66,42.81,""
server_11,22:01:10,22:01:40,60.94,57.71,""
server_11,22:01:20,22:01:50,65.92,55.97,""
server_11,22:01:30,22:02:00,55.21,41.39,""
server_11,22:01:40,22:02:10,56.56,31.42,""
server_11,22:01:50,22:02:20,40.58,41.0,""
server_11,22:02:00,22:02:30,42.12,37.94,""
server_11,22:02:10,22:02:40,58.17,39.73,""
server_11,22:02:20,22:02:50,49.81,45.2,""
server_11,22:02:30,22:03:00,51.51,59.53,""
server_11,22:02:40,22:03:10,42.91,51.35,""
server_11,22:02:50,22:03:20,55.64,51.23,""
server_11,22:03:00,22:03:30,47.65,52.69,""
server_11,22:03:10,22:03:40,42.07,54.74,""
server_11,22:03:20,22:03:50,38.04,60.22,""
server_11,22:03:30,22:04:00,53.52,41.67,""
server_11,22:03:40,22:04:10,61.51,42.55,""
server_11,22:03:50,22:04:20,57.75,32.73,""
server_11,22:04:00,22:04:30,59.1,49.9,""
server_11,22:04:10,22:04:40,47.79,52.37,""
server_11,22:04:20,22:04:50,54.88,56.38,""
server_11,22:04:30,22:05:00,47.52,49.82,""
server_11,22:04:40,22:05:10,53.91,53.71,""
server_11,22:04:50,22:05:20,39.93,64.52,""
server_11,22:05:00,22:05:30,31.78,56.46,""
server_11,22:05:10,22:05:40,25.63,55.26,""
server_11,22:05:20,22:05:50,34.51,43.38,""
server_11,22:05:30,22:06:00,53.14,56.12,""
server_11,22:05:40,22:06:10,53.63,61.97,""
server_11,22:05:50,22:06:20,66.27,70.42,""
server_11,22:06:00,22:06:30,66.42,77.7,""
server_11,22:06:10,22:06:40,68.0,71.23,""
server_11,22:06:20,22:06:50,52.04,52.4,""
server_11,22:06:30,22:07:00,42.0,38.28,""
server_11,22:06:40,22:07:10,57.56,40.22,""
server_11,22:06:50,22:07:20,77.69,61.07,""
server_11,22:07:00,22:07:30,86.59,72.61,""
server_11,22:07:10,22:07:40,63.26,78.25,Memory saturation suspected
server_11,22:07:20,22:07:50,53.43,61.37,""
server_11,22:07:30,22:08:00,50.3,55.11,""
server_11,22:07:40,22:08:10,64.17,38.37,""
server_11,22:07:50,22:08:20,60.8,47.23,""
server_11,22:08:00,22:08:30,59.11,48.18,""
server_11,22:08:10,22:08:40,52.83,50.98,""
server_11,22:08:20,22:08:50,55.49,37.46,""
server_11,22:08:30,22:09:00,52.71,47.89,""
server_11,22:08:40,22:09:10,62.74,61.19,""
server_11,22:08:50,22:09:20,63.21,62.21,""
server_11,22:09:00,22:09:30,49.35,48.73,""
server_11,22:09:10,22:09:40,35.8,35.92,""
server_11,22:09:20,22:09:50,28.52,41.76,""
server_11,22:09:30,22:10:00,45.85,50.34,""
server_11,22:09:40,22:10:10,47.01,49.61,""
server_11,22:09:50,22:10:20,58.17,45.87,""
server_11,22:10:00,22:10:30,53.59,34.32,""
server_11,22:10:10,22:10:40,70.38,47.4,""
server_11,22:10:20,22:10:50,71.77,63.98,""
server_11,22:10:30,22:11:00,72.83,63.25,""
server_11,22:10:40,22:11:10,60.59,57.09,""
server_11,22:10:50,22:11:20,45.11,43.09,""
server_11,22:11:00,22:11:30,48.85,52.33,""
server_11,22:11:10,22:11:40,49.72,50.75,""
server_11,22:11:20,22:11:50,57.44,60.77,""
server_11,22:11:30,22:12:00,56.05,45.59,""
server_11,22:11:40,22:12:10,59.24,47.95,""
server_11,22:11:50,22:12:20,63.22,41.32,""
server_11,22:12:00,22:12:30,53.86,54.08,""
server_11,22:12:10,22:12:40,60.13,55.9,""
server_11,22:12:20,22:12:50,61.14,51.1,""
server_11,22:12:30,22:13:00,61.4,54.06,""
server_11,22:12:40,22:13:10,43.96,45.56,""
server_11,22:12:50,22:13:20,27.3,54.52,""
server_11,22:13:00,22:13:30,36.74,47.55,""
server_11,22:13:10,22:13:40,49.5,50.74,""
server_11,22:13:20,22:13:50,59.69,43.66,""
server_11,22:13:30,22:14:00,59.31,31.35,""
server_11,22:13:40,22:14:10,46.88,36.78,""
server_11,22:13:50,22:14:20,46.87,42.15,""
server_11,22:14:00,22:14:30,42.91,56.76,""
server_11,22:14:10,22:14:40,53.43,55.56,""
server_11,22:14:20,22:14:50,52.98,47.79,""
server_11,22:14:30,22:15:00,61.63,56.51,""
server_11,22:14:40,22:15:10,68.1,48.08,""
server_11,22:14:50,22:15:20,64.72,59.09,""
server_11,22:15:00,22:15:30,59.4,52.43,""
server_11,22:15:10,22:15:40,50.09,61.2,""
server_11,22:15:20,22:15:50,44.8,60.13,""
server_11,22:15:30,22:16:00,42.82,53.02,""
server_11,22:15:40,22:16:10,40.11,49.33,""
server_11,22:15:50,22:16:20,50.25,47.82,""
server_11,22:16:00,22:16:30,47.54,46.66,""
server_11,22:16:10,22:16:40,48.58,51.42,""
server_11,22:16:20,22:16:50,47.69,49.51,""
server_11,22:16:30,22:17:00,46.35,59.1,""
server_11,22:16:40,22:17:10,45.81,55.39,""
server_11,22:16:50,22:17:20,44.82,58.55,""
server_11,22:17:00,22:17:30,48.32,52.01,""
server_11,22:17:10,22:17:40,53.36,44.47,""
server_11,22:17:20,22:17:50,49.75,34.83,""
server_11,22:17:30,22:18:00,48.6,38.84,""
server_11,22:17:40,22:18:10,48.29,43.95,""
server_11,22:17:50,22:18:20,62.16,47.23,""
server_11,22:18:00,22:18:30,55.46,37.42,""
server_11,22:18:10,22:18:40,52.22,41.96,""
server_11,22:18:20,22:18:50,43.54,38.2,""
server_11,22:18:30,22:19:00,55.76,45.68,""
server_11,22:18:40,22:19:10,67.81,43.28,""
server_11,22:18:50,22:19:20,71.18,51.85,""
server_11,22:19:00,22:19:30,70.07,42.86,""
server_11,22:19:10,22:19:40,66.48,37.85,""
server_11,22:19:20,22:19:50,62.16,32.26,""
server_11,22:19:30,22:20:00,68.86,37.0,""
server_11,22:19:40,22:20:10,53.81,49.94,""
server_11,22:19:50,22:20:20,49.87,53.26,""
server_11,22:20:00,22:20:30,34.57,52.38,""
server_11,22:20:10,22:20:40,45.96,38.14,""
server_11,22:20:20,22:20:50,58.41,48.29,""
server_11,22:20:30,22:21:00,61.81,53.72,""
server_11,22:20:40,22:21:10,64.37,69.4,""
server_11,22:20:50,22:21:20,50.87,52.48,""
server_11,22:21:00,22:21:30,55.5,52.12,""
server_11,22:21:10,22:21:40,45.82,42.61,""
server_11,22:21:20,22:21:50,54.95,47.92,""
server_11,22:21:30,22:22:00,60.11,50.36,""
server_11,22:21:40,22:22:10,68.86,56.71,""
server_11,22:21:50,22:22:20,68.48,51.06,""
server_11,22:22:00,22:22:30,57.01,45.82,""
server_11,22:22:10,22:22:40,59.85,51.21,""
server_11,22:22:20,22:22:50,61.13,50.15,""
server_11,22:22:30,22:23:00,58.41,45.71,""
server_11,22:22:40,22:23:10,54.69,35.1,""
server_11,22:22:50,22:23:20,43.05,46.71,""
server_11,22:23:00,22:23:30,48.21,68.78,""
server_11,22:23:10,22:23:40,37.78,75.09,""
server_11,22:23:20,22:23:50,58.3,70.39,""
server_11,22:23:30,22:24:00,56.61,56.65,""
server_11,22:23:40,22:24:10,58.06,49.95,""
server_11,22:23:50,22:24:20,46.04,54.36,""
server_11,22:24:00,22:24:30,57.87,62.43,""
server_11,22:24:10,22:24:40,62.44,68.71,""
server_11,22:24:20,22:24:50,57.77,64.66,""
server_11,22:24:30,22:25:00,52.58,58.22,""
server_11,22:24:40,22:25:10,60.27,61.19,""
server_11,22:24:50,22:25:20,78.33,63.95,""
server_11,22:25:00,22:25:30,68.44,53.07,""
server_11,22:25:10,22:25:40,68.59,40.09,""
server_11,22:25:20,22:25:50,46.18,44.32,""
server_11,22:25:30,22:26:00,45.31,63.14,""
server_11,22:25:40,22:26:10,39.72,71.09,""
server_11,22:25:50,22:26:20,45.11,66.28,""
server_11,22:26:00,22:26:30,54.56,43.98,""
server_11,22:26:10,22:26:40,54.11,45.24,""
server_11,22:26:20,22:26:50,56.37,41.66,""
server_11,22:26:30,22:27:00,51.19,45.67,""
server_11,22:26:40,22:27:10,49.46,42.83,""
server_11,22:26:50,22:27:20,44.38,50.23,""
server_11,22:27:00,22:27:30,38.76,51.14,""
server_11,22:27:10,22:27:40,35.79,51.41,""
server_11,22:27:20,22:27:50,35.45,53.56,""
server_11,22:27:30,22:28:00,51.32,69.57,""
server_11,22:27:40,22:28:10,56.75,72.95,""
server_11,22:27:50,22:28:20,65.65,70.61,""
server_11,22:28:00,22:28:30,58.8,49.72,""
server_11,22:28:10,22:28:40,61.86,49.97,""
server_11,22:28:20,22:28:50,54.15,41.77,""
server_11,22:28:30,22:29:00,53.71,52.15,""
server_11,22:28:40,22:29:10,37.34,51.25,""
server_11,22:28:50,22:29:20,39.15,67.13,""
server_11,22:29:00,22:29:30,34.17,75.56,""
server_11,22:29:10,22:29:40,40.65,68.12,""
server_11,22:29:20,22:29:50,50.22,46.2,""
server_11,22:29:30,22:30:00,56.24,44.67,""
server_11,22:29:40,22:30:10,53.56,44.29,""
server_11,22:29:50,22:30:20,45.26,51.8,""
server_11,22:30:00,22:30:30,46.83,47.08,""
server_11,22:30:10,22:30:40,48.35,45.75,""
server_11,22:30:20,22:30:50,45.11,41.87,""
server_11,22:30:30,22:31:00,45.08,43.09,""
server_11,22:30:40,22:31:10,51.51,49.44,""
server_11,22:30:50,22:31:20,70.55,58.19,""
server_11,22:31:00,22:31:30,72.66,59.01,""
server_11,22:31:10,22:31:40,75.19,58.02,""
server_11,22:31:20,22:31:50,67.25,52.84,""
server_11,22:31:30,22:32:00,62.46,45.39,""
server_11,22:31:40,22:32:10,62.41,43.6,""
server_11,22:31:50,22:32:20,69.49,46.32,""
server_11,22:32:00,22:32:30,74.62,44.57,""
server_11,22:32:10,22:32:40,74.62,39.21,""
server_11,22:32:20,22:32:50,61.95,39.67,""
server_11,22:32:30,22:33:00,60.0,48.56,""
server_11,22:32:40,22:33:10,57.72,56.12,""
server_11,22:32:50,22:33:20,55.8,55.71,""
server_11,22:33:00,22:33:30,59.95,60.65,""
server_11,22:33:10,22:33:40,67.54,67.61,""
server_11,22:33:20,22:33:50,64.06,71.39,""
server_11,22:33:30,22:34:00,49.22,71.29,""
server_11,22:33:40,22:34:10,45.88,70.66,""
server_11,22:33:50,22:34:20,49.53,63.1,""
server_11,22:34:00,22:34:30,53.18,62.88,""
server_11,22:34:10,22:34:40,54.04,65.21,""
server_11,22:34:20,22:34:50,60.92,61.61,""
server_11,22:34:30,22:35:00,64.15,51.25,""
server_11,22:34:40,22:35:10,58.69,39.27,""
server_11,22:34:50,22:35:20,49.31,48.11,""
server_11,22:35:00,22:35:30,53.06,49.99,""
server_11,22:35:10,22:35:40,46.91,47.83,""
server_11,22:35:20,22:35:50,51.73,47.88,""
server_11,22:35:30,22:36:00,48.79,48.31,""
server_11,22:35:40,22:36:10,53.11,52.83,""
server_11,22:35:50,22:36:20,61.33,47.08,""
server_11,22:36:00,22:36:30,66.7,52.62,""
server_11,22:36:10,22:36:40,76.83,50.45,""
server_11,22:36:20,22:36:50,58.51,56.86,""
server_11,22:36:30,22:37:00,52.85,48.5,""
server_11,22:36:40,22:37:10,31.29,55.42,""
server_11,22:36:50,22:37:20,46.83,59.47,""
server_11,22:37:00,22:37:30,36.16,66.59,""
server_11,22:37:10,22:37:40,52.42,59.51,""
server_11,22:37:20,22:37:50,38.66,50.24,""
server_11,22:37:30,22:38:00,49.72,43.93,""
server_11,22:37:40,22:38:10,46.97,38.24,""
server_11,22:37:50,22:38:20,53.45,47.38,""
server_11,22:38:00,22:38:30,44.71,56.74,""
server_11,22:38:10,22:38:40,45.01,67.14,""
server_11,22:38:20,22:38:50,41.98,57.54,""
server_11,22:38:30,22:39:00,49.92,53.86,""
server_11,22:38:40,22:39:10,43.22,45.61,""
server_11,22:38:50,22:39:20,55.23,48.95,""
server_11,22:39:00,22:39:30,55.51,43.84,""
server_11,22:39:10,22:39:40,58.74,52.64,""
server_11,22:39:20,22:39:50,44.47,57.33,""
server_11,22:39:30,22:40:00,45.14,58.88,""
server_11,22:39:40,22:40:10,40.31,66.49,""
server_11,22:39:50,22:40:20,40.71,57.07,""
server_11,22:40:00,22:40:30,40.88,61.85,""
server_11,22:40:10,22:40:40,51.77,51.65,""
server_11,22:40:20,22:40:50,50.56,66.53,""
server_11,22:40:30,22:41:00,53.46,57.24,""
server_11,22:40:40,22:41:10,43.48,50.82,""
server_11,22:40:50,22:41:20,39.89,46.72,""
server_11,22:41:00,22:41:30,30.96,60.81,""
server_11,22:41:10,22:41:40,45.97,77.03,""
server_11,22:41:20,22:41:50,50.68,66.11,""
server_11,22:41:30,22:42:00,55.91,61.01,""
server_11,22:41:40,22:42:10,38.1,41.77,""
server_11,22:41:50,22:42:20,46.53,43.93,""
server_11,22:42:00,22:42:30,47.86,44.42,""
server_11,22:42:10,22:42:40,56.39,67.79,""
server_11,22:42:20,22:42:50,55.02,70.65,""
server_11,22:42:30,22:43:00,54.22,68.78,""
server_11,22:42:40,22:43:10,53.15,56.67,""
server_11,22:42:50,22:43:20,40.62,56.68,""
server_11,22:43:00,22:43:30,40.91,51.02,""
server_11,22:43:10,22:43:40,33.13,41.33,""
server_11,22:43:20,22:43:50,40.97,40.78,""
server_11,22:43:30,22:44:00,44.14,48.5,""
server_11,22:43:40,22:44:10,64.04,44.73,""
server_11,22:43:50,22:44:20,67.51,41.6,""
server_11,22:44:00,22:44:30,60.85,37.32,""
server_11,22:44:10,22:44:40,54.18,50.69,""
server_11,22:44:20,22:44:50,52.41,52.3,""
server_11,22:44:30,22:45:00,45.57,57.44,""
server_11,22:44:40,22:45:10,47.94,59.09,""
server_11,22:44:50,22:45:20,51.33,61.83,""
server_11,22:45:00,22:45:30,59.5,58.1,""
server_11,22:45:10,22:45:40,48.9,59.16,""
server_11,22:45:20,22:45:50,48.92,48.71,""
server_11,22:45:30,22:46:00,39.58,50.5,""
server_11,22:45:40,22:46:10,46.27,46.92,""
server_11,22:45:50,22:46:20,39.48,52.54,""
server_11,22:46:00,22:46:30,43.3,55.36,""
server_11,22:46:10,22:46:40,36.13,49.68,""
server_11,22:46:20,22:46:50,42.85,51.43,""
server_11,22:46:30,22:47:00,44.32,41.7,""
server_11,22:46:40,22:47:10,49.56,47.3,""
server_11,22:46:50,22:47:20,44.48,43.25,""
server_11,22:47:00,22:47:30,53.75,51.05,""
server_11,22:47:10,22:47:40,44.1,38.79,""
server_11,22:47:20,22:47:50,49.08,49.81,""
server_11,22:47:30,22:48:00,41.97,44.09,""
server_11,22:47:40,22:48:10,52.27,56.92,""
server_11,22:47:50,22:48:20,50.14,47.74,""
server_11,22:48:00,22:48:30,52.0,47.16,""
server_11,22:48:10,22:48:40,55.36,38.83,""
server_11,22:48:20,22:48:50,61.18,31.92,""
server_11,22:48:30,22:49:00,59.93,33.17,""
server_11,22:48:40,22:49:10,53.61,35.76,""
server_11,22:48:50,22:49:20,47.2,45.0,""
server_11,22:49:00,22:49:30,49.87,42.76,""
server_11,22:49:10,22:49:40,57.49,52.98,""
server_11,22:49:20,22:49:50,68.32,45.79,""
server_11,22:49:30,22:50:00,75.05,42.0,""
server_11,22:49:40,22:50:10,68.07,33.11,""
server_11,22:49:50,22:50:20,50.74,34.14,""
server_11,22:50:00,22:50:30,39.36,39.79,""
server_11,22:50:10,22:50:40,35.9,42.25,""
server_11,22:50:20,22:50:50,34.28,47.55,""
server_11,22:50:30,22:51:00,34.18,58.31,""
server_11,22:50:40,22:51:10,42.77,63.82,""
server_11,22:50:50,22:51:20,57.9,75.36,""
server_11,22:51:00,22:51:30,64.39,71.38,""
server_11,22:51:10,22:51:40,54.41,61.96,""
server_11,22:51:20,22:51:50,50.45,53.25,""
server_11,22:51:30,22:52:00,40.86,40.06,""
server_11,22:51:40,22:52:10,45.82,37.21,""
server_11,22:51:50,22:52:20,42.85,36.89,""
server_11,22:52:00,22:52:30,60.2,51.22,""
server_11,22:52:10,22:52:40,58.33,56.19,""
server_11,22:52:20,22:52:50,70.36,48.72,""
server_11,22:52:30,22:53:00,60.83,52.15,""
server_11,22:52:40,22:53:10,61.94,51.42,""
server_11,22:52:50,22:53:20,53.81,60.69,""
server_11,22:53:00,22:53:30,47.72,44.78,""
server_11,22:53:10,22:53:40,49.59,41.55,""
server_11,22:53:20,22:53:50,51.44,42.66,""
server_11,22:53:30,22:54:00,49.01,42.24,""
